Question ,Modal Answer,Marks,Student ID,Student�s Answer
What is a variable?,A location in memory that can store a value.,5,[15],a location in memory where data can be stored and retrieved
What is a variable?,A location in memory that can store a value.,5,[14],"Is a method or identifier I would say,  we use to bind a data object to memory location; which is then stored in a location that can be accessed when and manipulated later when the variable name is called. "
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),2,[6],"They can be declared right before they are used, but it is a good practice to declare them at the beginning of the program and label what they are food."
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),3,[5],In the Function main() before using the variable.
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),5,[8],"Local variables are declared inside the method or function they will be used in at the beginning of the method. Global variables are declared outside of any function or method, generally before functions are defined."
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),4.5,[3],Variables are declared where ever it is defined either inside a block locally or outside a block globally.
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),4,[4],Variables are declared before they are actually used. They can be declared before main() to use globally
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),2.5,[24],"For good programing practice they should be declared before main(), but should at least be declared before they are used."
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),5,[9],"They can be declared globally just before the main method (but also outside of it)... or variables can be subject to only the method they're scoped within, but would still be declared at the beginning of that method (but inside of it)."
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),5,[22],local variables are declared inside the method while global variables are declared in the body.
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),2,[23], -Any where in the main function.
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),4.5,[2],"Globally for an entire program, and locally for individual functions (including FOR statements)"
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),3,[29], They are usually declared at the beginning before they can be used in the program. They always contain a name and a data type.<br>
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),2.5,[31],Inside the method.
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),1.5,[12],at the top
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),5,[21],Global variables are declared in the body of the code. Local variables are declared in the function they are to be used (unless the function is being passed a variable). Variables should always be declared before use.
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),2.5,[13],Variables are usually declared at the beginning of a module of C++ code.
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),3.5,[11],"In the main function, usually at the top of code.<br><br>They can be declared almost anywhere, but must be declared before the code can use or act upon them."
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),2,[17],in the very beginning of the program. Before the main() starts. 
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),2.5,[7],"In the declaration of Functions, for statements, and while statements.<br>in the body of If, For, while, do while, statements, in namespaces, headers, etc  ( almost anywhere. )<br>anywhere in the program, as long as it is on it's own line."
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),1,[10],After declaration of the variable's data type.
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),3,[27],"anywhere in the code, can be at the top, or in the middle of the code, or anywhere."
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),2,[20],Before they are used.
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),3.5,[18],Anywhere in the same scope before they are used
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),2.5,[19],variables can be declared in classes and methods.
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),5,[16],inside the function scope and outside of the function scope in case of global variables
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),4,[26],global variables are declared in the main function<br>local variables are declared in any other function
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),4,[1],"Variables are usually declared at the very beginning of a C++ program, but can be declared any in the program as long as they appear before they are called upon."
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),2,[28],"Variables are declared in the main function, before any operation is <br><br>attempted with the variables."
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),4.5,[15],"anywhere, but where you declare them depends on where you want them to be accessible (their scope)"
Where are variables declared in a C++ program?,Variables can be declared anywhere in a program. They can be declared inside a function (local variables) or outside the functions (global variables),4.5,[14],It depends if it’s a global then they have to be declared out side the source code to be used in every scope however a local variable is one declared in a local function etc. which obviously doesn’t need to be declared outside the variable seeing how it is used for the function or block its being called for. 
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,4.5,[6],The “do�? statement first evaluates the condition and then executes the lines of code in the statement 0 or more times.<br>The “do while�? statement executes the lines of code and then it evaluates the condition.<br>
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[5],do...while statements evaluate whether or not to loop after running the block contained within it at least once. So the main differance is that while statements have a possibility of never being used. Do ... while statements on the other hand are always run at least once before evaluating whether to run again.
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[8],"The main difference between a while and a do...while loop is that the do...while loop always cycles through the loop at least once, but the while loop does not always do so."
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[3],While loop used to execute a block of code as long as some condition is true.  A do...while loop used to execute a block of code as long as some condition is satisfied.  The difference between while and do...while is while loop tests its condition before the execution of its contents and the do...while loop tests its condition after the execution of its contents at least once.
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[4],"The termination condition of a do...while statement is usually at the end of the loop so it will run at least once. As for the while statement, if the condition is false to begin with, then the loop will never run."
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[24],A while loop will check the statement to make sure it is true before executing. A do while loop will execute before checking the statement to see if it should run again.
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[9],"A while statement will test the condition of the while loop FIRST - there is a chance the loop will never run. A do...while loop will ALWAYS run once, and then the while test will determine if it will run again."
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[22],a do while loop always executes once. A while loop's conditional statement has to be true for it to run.
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[23],"-WHILE statement --The condition is checked for validity, then is repeated until the conditon is false.<br><br>  -Do...WHILE statement--The code is performed at least once then checked for valid condition.  Will continue to <br>                           "
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[2],"while statements will evaluate the statement BEFORE executing a cycle of the loop, including the first cycle, meaning that a while loop will not always execute. A do...while will run evaluate the statement AFTER running through a cycle of the loop, ensuring that the loop always executes at least one time."
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[29],  The main difference between a do and a do...while statement is in a do...while statement is the statements in a do block are always executed atleast once.<br>  The while statement will only execute if its condition is true.
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,4.5,[31],The loop of a do...while statement always executes once.
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[12],"a while statement will only process if the statement is met, while a do...while will always process once, then only continue if the statement is met."
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,4,[21],"Do ...while runs the embedded code at least once, the do command does not necessarily"
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[13],"While tests for true first before running, do...while runs once first before checking."
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[11],A do...while statement's body always executes at least once.  Where as a while statement will not execute at all unless the condition for the while is true.
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[17],The statements within the block of the do while loop will always be executed at least once regardless of the conditions. Whereas the while loops may never be executed if the conditions are not met. 
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[7],"a do... while loop will always run through once, while an while loop<br>performs a test before running through the loop."
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[10],A while statement tests the condition before it can start.<br>A do...while statement loops through once before the condition is tested.
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,3.5,[27],"A while loop terminates at the beginning of the loop, a do/while terminates at the end of the loop."
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,3.5,[20],the loop body always executes at least once<br>
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[18],"While loop evaluates its expression at the top of its loop and decides if it needs to execute, and the do-while always executes at least once and then evaluates its expression at the bottom of its loop."
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[19],"A do...while statement will always execute the ""do"" piece of code at least once before checking the condition. A while statement will always check the condition first."
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[16],"A do-while passes atleast 1 time before checking the condition, however, a while would fail to enter the loop if the condition fails in its first place."
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[26],"a while loop checks if the condition is true or not first, if it was true, it excutes the statement.<br>a do.. while loop executes the statement before it checks the condition. if the condition was true it would excute the statement again. so a do...while loop would excute the statement atleast once."
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,0,[1],NO ANSWER
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[28],"A do...while loop will always execute atleast once, a while loop may never <br><br>execute depending on teh conditions."
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[15],"a while loop is pre-check (it checks the condition statement before it executes the code within the while block)<br><br>a do while loop is post-check (it checks the condition AFTER the block executes, it runs at least once no matter what the condition statement is)"
What is the main difference between a while and a do...while statement?,The block inside a do...while statement will execute at least once.,5,[14],"))     What is the main difference between a while and a do...while statement?<br>The do while construct consists of a block of code and a condition. First, the code within the block is executed, and then the condition is evaluated, this is done until it is proven false. The difference between the While loop is it tests the condition before the code within the block is executed.<br>"
What does a function signature include?,The name of the function and the types of the parameters.,4.5,[6],"It includes the name of the program, the type of parameters it can take. It should also include a brief description of what the function does."
What does a function signature include?,The name of the function and the types of the parameters.,3,[5],it includes the specific information about the function such as input and output variable types and how many of each.
What does a function signature include?,The name of the function and the types of the parameters.,5,[8],The function signature includes the name of the function and the types of its arguments.
What does a function signature include?,The name of the function and the types of the parameters.,4.5,[3],"A function signature consists of the function prototype.  This tells you the general information about a function, its name, parameters, what scope it is in, and other miscellaneous information."
What does a function signature include?,The name of the function and the types of the parameters.,5,[4],It includes the name of the function and the types of its arguments.
What does a function signature include?,The name of the function and the types of the parameters.,4.5,[24],"Name, paramaters, scope, and other general function information"
What does a function signature include?,The name of the function and the types of the parameters.,5,[9],It includes a function name and parameter list. Does not include return type. Function signatures must be different.
What does a function signature include?,The name of the function and the types of the parameters.,3,[22],input parameters and return type
What does a function signature include?,The name of the function and the types of the parameters.,5,[23],The portion of the function prototyp tha has the function name and the arguments but NOT the return type.
What does a function signature include?,The name of the function and the types of the parameters.,5,[2],Name of the function and the types of it's arguments
What does a function signature include?,The name of the function and the types of the parameters.,5,[29],The name of the function and the types of its arguments.
What does a function signature include?,The name of the function and the types of the parameters.,5,[31],Includes the name of the function and the types of its arguments.
What does a function signature include?,The name of the function and the types of the parameters.,5,[12],"identification of a function and the data types of its parameters, it has the name, and the data type variables "
What does a function signature include?,The name of the function and the types of the parameters.,3,[21],"a return type, and input parameters"
What does a function signature include?,The name of the function and the types of the parameters.,5,[13],The function signature includes the method name and the input types. 
What does a function signature include?,The name of the function and the types of the parameters.,5,[11],"A function signature includes the name of the function and types of arguments, but not the return type.<br><br>"
What does a function signature include?,The name of the function and the types of the parameters.,2,[17],The signature can include a result type and thrown errors. 
What does a function signature include?,The name of the function and the types of the parameters.,5,[7],"function name, and input paramaters"
What does a function signature include?,The name of the function and the types of the parameters.,5,[10],"The name of the function and the types of its arguments.<br>This includes the number, type, and order the parameters appear in."
What does a function signature include?,The name of the function and the types of the parameters.,5,[27],the name of the function and the types of its arguments
What does a function signature include?,The name of the function and the types of the parameters.,5,[25],A function signature includes the name of the function and the types of its arguments
What does a function signature include?,The name of the function and the types of the parameters.,3,[20],"A function signature includes a function's return type, parameters and semi-colon."
What does a function signature include?,The name of the function and the types of the parameters.,5,[18],the name of the function and the types of its arguments
What does a function signature include?,The name of the function and the types of the parameters.,5,[19],the function's name and parameters
What does a function signature include?,The name of the function and the types of the parameters.,5,[30],The name of the function and the types of its arguments.
What does a function signature include?,The name of the function and the types of the parameters.,5,[16],The portion of a function prototype that includes the name of the function and the types of its arguments
What does a function signature include?,The name of the function and the types of the parameters.,5,[26],the name of the function and its parameters
What does a function signature include?,The name of the function and the types of the parameters.,5,[1],The function name and parameters
What does a function signature include?,The name of the function and the types of the parameters.,5,[28],name of function and types of arguments
What does a function signature include?,The name of the function and the types of the parameters.,3,[15],a function's return type and parameter list
What does a function signature include?,The name of the function and the types of the parameters.,5,[14],"it includes the name of the function, and the types of its arguments. it does not specify the function return type. Function in the same scope must have unqiue signatures. "
What is the scope of global variables?,File scope.,5,[6],Any functions that follows their deceleration that  are in the source code file are allowed to have access the variables.  Also global scope variables retrain their value throughout the execution of the program.
What is the scope of global variables?,File scope.,2.5,[5],they can be accessed by any C++ file anywhere.
What is the scope of global variables?,File scope.,5,[8],Global variables have file scope.
What is the scope of global variables?,File scope.,2.5,[3],The scope of global variables are created by placing variable declarations outside any class or function definition.  Global variables retain their values throughout the execution of the program and they can be referenced by any function that follows their declarations or definitions in the source file.
What is the scope of global variables?,File scope.,5,[4],A global variable is an identifier that retains it's value throughout the execution of the program. It has file scope.
What is the scope of global variables?,File scope.,4,[24],Global Variables can be used in any function as long as the appropriate .h file that holds the variable is included
What is the scope of global variables?,File scope.,5,[9],They can be accessed by any part of the program. It can be referenced by any function that follows the declarations or definitions in the source file.
What is the scope of global variables?,File scope.,3,[22],can be accesed by any classes that have and object of that variables class in it
What is the scope of global variables?,File scope.,5,[23],Global variables have file-scope.  The variable is know to all functions throught the file
What is the scope of global variables?,File scope.,4.5,[2],The entire program
What is the scope of global variables?,File scope.,5,[29],They have file scope when placed outside a function.
What is the scope of global variables?,File scope.,5,[31],File scope.
What is the scope of global variables?,File scope.,4.5,[12],They can be used throughout the program
What is the scope of global variables?,File scope.,3,[21],Global variable can b accessed by any class wit an object in the variables class
What is the scope of global variables?,File scope.,5,[13],The scope of global variables is at the file level.
What is the scope of global variables?,File scope.,5,[11],Global variables all have file scope.
What is the scope of global variables?,File scope.,4.5,[17],it is accessible by all functions within a program
What is the scope of global variables?,File scope.,4.5,[7],"variables accessible anywhere in the program, as long as they are public."
What is the scope of global variables?,File scope.,5,[10],They can be referenced by any function following their declaration or definition inside the source file.
What is the scope of global variables?,File scope.,4.5,[27],"globally, anywhere in the program."
What is the scope of global variables?,File scope.,5,[25],Global variables have a file scope
What is the scope of global variables?,File scope.,4.5,[20],The entire program.
What is the scope of global variables?,File scope.,4.5,[18],throughout the execution of the program
What is the scope of global variables?,File scope.,4.5,[19],"If a variable is declared global, any function or class can use that variable."
What is the scope of global variables?,File scope.,5,[30],The entire program or file.
What is the scope of global variables?,File scope.,4.5,[16],throught the programm
What is the scope of global variables?,File scope.,4.5,[26],the whole code
What is the scope of global variables?,File scope.,5,[1],File scope
What is the scope of global variables?,File scope.,5,[28],can be referenced by any function that follows their declarations or definitions in the source file
What is the scope of global variables?,File scope.,4.5,[15],global variables have program scope (accessible anywhere in program)
What is the scope of global variables?,File scope.,4.5,[14],variables that exist throught the entire script. their values can be changed anytime in the code and fucntions. 
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,4.5,[6],It expands the function's definition in that place.  Once the functions is called you can use it as many times as you need.  The compiler just expands on the function.
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,4.5,[5],"When the compiler inline-expands a function call, the function's code gets inserted into the caller's code stream (conceptually similar to what happens with a #define macro). This can, depending on a zillion other things, improve performance, because the optimizer can procedurally integrate the called code — optimize the called code into the caller. <br><br>"
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,5,[8],The inline keyword advises the compiler to copy the function's code in place to avoid function calls; however the compiler can and typically does ignore the inline qualifier for all but the smallest functions.
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,3,[3],The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,5,[4],"Placing the qualifier inline before a function's return type in the function definition ""advises"" the compiler to generate a copy of the function's code in place to avoid a function call."
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,2,[24],You declare your inline function in the header or before your int main(). You then can call that function at anytime in your main program quickly and easily.
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,4,[9],"It expands a small function out... making your code longer, but also makes it run faster."
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,3.5,[22],the function is not treated as a separate unit like other functions
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,5,[23],"When the program compiles,it will copy the function inplace, avoiding a function call."
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,5,[2],"It replaces all instances of that function call with the inline code itself, resulting in longer but faster programs."
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,3,[29],The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,3,[31],Ignores the inline qualifier and typically does so for all but the smallest functions.
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,4.5,[12],If the function is small enough it will expand it but it will run faster as it will avoid making so many calls to the function.
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,2,[21],it treats them as the same function
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,5,[13],"Inline functions are copied in place, instead of being referenced."
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,5,[11],"For inline functions, the compiler creates a copy of the function's code in place so it doesn't have to make a function call and add to the function call stack."
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,5,[17],it generates a copy of the function's coding which eliminates calling the function
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,0,[7],not answered
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,4.5,[10],It generates a copy of the function's code by by inserting it in the program.
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,5,[27],"tells the compiler to make a copy of function's code in place to avoid a function call.  it typically ignores it, except for the smallest functions."
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,2,[25],The compiler can ignore the inline qualifier and typically does so for all but the smallest functions.
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,4.5,[20],"Multiple copies of the function code are inserted into the program, making it bigger."
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,2.5,[18],compiler ignores inline qualifier
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,3.5,[19],"It generates a copy of the function, if it is needed again."
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,5,[30],"The complier includes copies of inline functions instead of making function calls, but usually only with very small functions."
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,5,[16],Compiler generate a copy of the function's code in place (when appropriate) to avoid a function call
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,5,[26],"instead of calling the function every time it is invoked, the compiler will replace the function call with a copy of the function body"
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,4,[1],Expands the function into the program
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,5,[28],it generates a copy of the functions code in place to avoid a function call
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,5,[15],the function call will be replaced by the code that was defined in the inline function
How does the compiler handle inline functions?,It makes a copy of the function code in every place where a function call is made.,4.5,[14],"When the compiler inline-expands a function call, the function's code gets inserted into the caller's code stream (conceptually similar to what happens with a #define macro). This can, depending on a zillion other things, improve performance, because the optimizer can procedurally integrate the called code — optimize the called code into the caller. "
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,5,[6],Overall the program has better performance (means it is faster) because it does not have to copy large amounts of data.
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,4.5,[5],because you can't change the original and passing by reference limits memory needed for the program.
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,5,[8],Passing by reference can eliminate the pass-by-value overhead of copying large amounts of data.
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,5,[3],"It is often more efficient to pass references, rather than large objects, to functions. This allows the compiler to pass the address of the object while maintaining the syntax that would have been used to access the object."
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,5,[4],"Pass by reference is good for performance reasons, because it can eliminate the pass by value overhead of copying large amounts of data."
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,3,[24],You do not alter the original value of the variable that was passed.
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,4.5,[9],Don't have to make copies of stuff.
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,5,[22],you do not use unessesary memory space to copy variables between functions
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,5,[23],It elimitates the need to copy large amonts of data
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,3.5,[2],The function can change the data stored in a variable passed by reference directly.
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,3.5,[29],Gives called function the ability to access and modify the caller’s argument data.
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,3.5,[31],Gives called function the ability to access and modify the caller’s argument data directly.
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,3,[12],It is more efficient and it changes the variable not online inside the function but outside so that the new value can be used elsewhere.
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,5,[21],you don't make another copy and waste memory
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,5,[13],"Passing by reference eliminates the copying of large amounts of data, typical with pass by value."
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,5,[11],"If a function's arguments are large in size, computing time and memory space is not wasted copying down the argument and passing it to the function.  Also pass by reference gives the function called the permission to read edit the argument directly."
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,3.5,[17],"Gives access to the caller data directly, also it allows for modifying the data."
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,3.5,[7],"less overhead overall, and you modify the variable directly."
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,3,[10],The original variable being referenced can be modified directly by the called function.  
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,3.5,[27],gives function ability to access and modify the caller's argument data directly
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,3,[25],Gives the called function the ability to access and modify the caller's argument data directly.
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,3.5,[20],"Less overhead than passed by value, especially when using large numbers."
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,5,[18],"large data items can be passed without copying the entire data point, reducing execution time and the amout of memory space needed<br>"
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,4,[19],The data can be modified directly instead of making a copy of the data. Improves execution time with large amounts of data.
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,3.5,[30],Functions can directly modify arguments that are passed by reference.
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,5,[16],It gives access and modify the caller's argument data directly. It eliminate the pass by value overhead of copying large amounts ofdata
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,4,[26],"it takes less memory, thus it would make the program faster"
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,3.5,[1],You are able to modify the variable that is referenced directly.
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,3.5,[28],"if you pass by reference, you can modify the value as opposed to passing by value where you cannot change the value"
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,5,[15],"only the memory address is sent to the function, so no copy of the object sent needs to be made. It makes the function run faster, and saves memory."
What is the main advantage associated with function arguments that are passed by reference? ,It avoids making copies of large data structures when calling functions.,3,[14],"Actual arguments are associated with dummy arguments when a function or subroutine is referenced. In a procedure reference, the actual argument list identifies the correspondence between the actual arguments provided in the list and the dummy arguments of the subprogram"
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[6],"The compiler selects the proper functions to execute based on number, types and order of arguments in the function call."
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",3,[5],They differentiated by the compiler by the conditions/inputs used for one of the overloaded functions.
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[8],"The compiler distinguishes overloaded functions by their signatures. It encodes each function identifier with the number and types of its parameters to generate type-safe linkage, which ensures the proper overloaded function is called."
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[3],"Overloaded functions are distinguished by their signatures, Name mangling or name decoration, and type-safe linkage ensures that proper overloaded functions is called and types of the arguments conform to tpes to the parameters."
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[4],"The compiler selects proper function to execute based on number, types and order of arguments in the function call."
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",3,[24],"By the type they are initilized with (int, char, etc.)"
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[9],"It selects the proper function to execute based on number, types and order of arguments in the function call."
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",3,[22],overloaded functions must have the same return type but different input parameters
How are overloaded functions differentiated by the compiler?,"Based on the function signature. When an overloaded function is called, the compiler will find the function whose signature is closest to the given function call.",5,[23],"It examines the names, types, and order of arguments on each function."
